,_id,date,quantity,revenue,ordersCount
0,61b7404307b79a564847ccf6,2021-04-17,2,48.0,2
1,61b7404307b79a564847cd2d,2021-04-18,1,24.0,1
2,61b7404307b79a564847cd6c,2021-04-19,3,72.0,3
3,61b7404307b79a564847ce1a,2021-04-22,5,120.0,2
4,61b7404307b79a564847ce4d,2021-04-23,4,96.0,2
5,61b7404307b79a564847ce81,2021-04-24,3,72.0,3
6,61b7404307b79a564847cea8,2021-04-25,2,48.0,2
7,61b7404307b79a564847cf08,2021-04-27,2,48.0,2
8,61b7404307b79a564847cf32,2021-04-28,2,48.0,1
9,61b7404307b79a564847cf60,2021-04-29,6,144.0,5
10,61b7404307b79a564847cf94,2021-04-30,6,144.0,6
11,61b7404407b79a564847cfc3,2021-05-01,4,96.0,4
12,61b7404407b79a564847cffe,2021-05-02,4,96.0,3
13,61b7404407b79a564847d031,2021-05-03,1,24.0,1
14,61b7404407b79a564847d063,2021-05-04,1,24.0,1
15,61b7404407b79a564847d0ba,2021-05-06,3,72.0,3
16,61b7404407b79a564847d0f1,2021-05-07,3,72.0,3
17,61b7404407b79a564847d1ad,2021-05-10,1,24.0,1
18,61b7404407b79a564847d213,2021-05-12,2,48.0,2
19,61b7404407b79a564847d244,2021-05-13,13,312.0,11
20,61b7404407b79a564847d29a,2021-05-14,11,264.0,8
21,61b7404407b79a564847d2f3,2021-05-15,11,264.0,11
22,61b7404407b79a564847d335,2021-05-16,5,120.0,3
23,61b7404407b79a564847d371,2021-05-17,10,240.0,8
24,61b7404407b79a564847d3b0,2021-05-18,6,144.0,4
25,61b7404407b79a564847d3ec,2021-05-19,5,120.0,4
26,61b7404407b79a564847d43a,2021-05-20,13,312.0,9
27,61b7404407b79a564847d480,2021-05-21,12,288.0,8
28,61b7404407b79a564847d4c0,2021-05-22,7,168.0,6
29,61b7404407b79a564847d507,2021-05-23,6,144.0,6
30,61b7404407b79a564847d54d,2021-05-24,11,264.0,8
31,61b7404407b79a564847d593,2021-05-25,6,144.0,6
32,61b7404407b79a564847d5dd,2021-05-26,19,456.0,13
33,61b7404407b79a564847d622,2021-05-27,17,408.0,14
34,61b7404407b79a564847d66c,2021-05-28,22,528.0,17
35,61b7404407b79a564847d6b9,2021-05-29,15,360.0,11
36,61b7404407b79a564847d707,2021-05-30,4,96.0,3
37,61b7404407b79a564847d74b,2021-05-31,8,192.0,6
38,61b7404407b79a564847d797,2021-06-01,17,408.0,14
