,_id,date,quantity,revenue,ordersCount
0,61b7404307b79a564847b3bb,2021-01-01,9,171.0,7
1,61b7404307b79a564847b3e0,2021-01-02,3,57.0,2
2,61b7404307b79a564847b412,2021-01-03,5,95.0,4
3,61b7404307b79a564847b43a,2021-01-04,3,57.0,3
4,61b7404307b79a564847b484,2021-01-05,13,247.0,10
5,61b7404307b79a564847b4d0,2021-01-06,8,152.0,5
6,61b7404307b79a564847b526,2021-01-07,8,152.0,8
7,61b7404307b79a564847b57b,2021-01-08,16,304.0,10
8,61b7404307b79a564847b5d4,2021-01-09,16,304.0,7
9,61b7404307b79a564847b619,2021-01-10,6,114.0,4
10,61b7404307b79a564847b661,2021-01-11,9,171.0,8
11,61b7404307b79a564847b6a7,2021-01-12,2,38.0,2
12,61b7404307b79a564847b703,2021-01-13,6,114.0,5
13,61b7404307b79a564847b750,2021-01-14,5,95.0,2
14,61b7404307b79a564847b79b,2021-01-15,1,19.0,1
15,61b7404307b79a564847b7ee,2021-01-16,3,57.0,2
16,61b7404307b79a564847b86b,2021-01-18,7,133.0,4
17,61b7404307b79a564847b8b8,2021-01-19,7,133.0,6
18,61b7404307b79a564847b8f6,2021-01-20,2,38.0,2
19,61b7404307b79a564847b93d,2021-01-21,4,76.0,4
20,61b7404307b79a564847b985,2021-01-22,12,228.0,11
21,61b7404307b79a564847b9d2,2021-01-23,4,76.0,4
22,61b7404307b79a564847ba16,2021-01-24,5,76.0,4
23,61b7404307b79a564847ba56,2021-01-25,1,19.0,1
24,61b7404307b79a564847ba99,2021-01-26,5,95.0,5
25,61b7404307b79a564847bad5,2021-01-27,3,57.0,3
26,61b7404307b79a564847bb24,2021-01-28,11,214.0,7
27,61b7404307b79a564847bb72,2021-01-29,14,266.0,9
28,61b7404307b79a564847bbc1,2021-01-30,4,76.0,4
29,61b7404307b79a564847bc01,2021-01-31,6,114.0,4
30,61b7404307b79a564847bc53,2021-02-01,8,152.0,5
31,61b7404307b79a564847bc98,2021-02-02,1,19.0,1
32,61b7404307b79a564847bce5,2021-02-03,4,76.0,1
33,61b7404307b79a564847bd2d,2021-02-04,2,38.0,2
34,61b7404307b79a564847bd58,2021-02-05,1,19.0,1
35,61b7404307b79a564847bd75,2021-02-06,1,19.0,1
36,61b7404307b79a564847be6d,2021-02-13,2,38.0,1
37,61b7404307b79a564847bf5d,2021-02-18,1,19.0,1
38,61b7404307b79a564847bf8f,2021-02-19,1,19.0,1
39,61b7404307b79a564847c024,2021-02-23,1,19.0,1
40,61b7404307b79a564847c073,2021-02-25,8,152.0,4
41,61b7404307b79a564847c09b,2021-02-26,2,38.0,1
42,61b7404307b79a564847c0c5,2021-02-27,1,19.0,1
43,61b7404307b79a564847c10a,2021-03-01,1,19.0,1
44,61b7404307b79a564847c12c,2021-03-02,1,19.0,1
45,61b7404307b79a564847c1d5,2021-03-06,1,19.0,1
46,61b7404307b79a564847c216,2021-03-07,1,19.0,1
47,61b7404307b79a564847c29e,2021-03-09,1,19.0,1
48,61b7404307b79a564847c2de,2021-03-10,1,19.0,1
49,61b7404307b79a564847c326,2021-03-11,2,38.0,2
50,61b7404307b79a564847c3c1,2021-03-13,4,76.0,4
51,61b7404307b79a564847c42b,2021-03-15,2,38.0,1
52,61b7404307b79a564847c501,2021-03-18,1,19.0,1
53,61b7404307b79a564847c54c,2021-03-19,1,19.0,1
54,61b7404307b79a564847c5d6,2021-03-21,2,38.0,1
55,61b7404307b79a564847c6c7,2021-03-25,1,19.0,1
56,61b7404307b79a564847c708,2021-03-26,2,38.0,2
57,61b7404307b79a564847c741,2021-03-27,4,76.0,3
58,61b7404307b79a564847c793,2021-03-28,1,19.0,1
59,61b7404307b79a564847c832,2021-03-30,1,19.0,1
60,61b7404307b79a564847c87b,2021-03-31,2,38.0,2
61,61b7404307b79a564847c91c,2021-04-02,5,95.0,4
62,61b7404307b79a564847c965,2021-04-03,1,19.0,1
63,61b7404307b79a564847c9a6,2021-04-04,3,57.0,1
64,61b7404307b79a564847c9ee,2021-04-05,2,38.0,1
65,61b7404307b79a564847ca2c,2021-04-06,2,38.0,1
