,_id,date,quantity,revenue,ordersCount
0,61b7404407b79a564847f175,2021-09-12,2,36.0,2
1,61b7404407b79a564847f1c1,2021-09-13,3,54.0,3
2,61b7404407b79a564847f205,2021-09-14,5,90.0,5
3,61b7404407b79a564847f246,2021-09-15,5,90.0,5
4,61b7404407b79a564847f28b,2021-09-16,9,162.0,9
5,61b7404407b79a564847f2cb,2021-09-17,5,90.0,4
6,61b7404407b79a564847f30f,2021-09-18,13,234.0,11
7,61b7404507b79a564847f341,2021-09-19,3,54.0,3
8,61b7404507b79a564847f36c,2021-09-20,8,141.652,8
9,61b7404507b79a564847f3a4,2021-09-21,8,125.216,7
10,61b7404507b79a564847f3f4,2021-09-22,8,125.216,7
11,61b7404507b79a564847f446,2021-09-23,10,156.51999999999998,8
12,61b7404507b79a564847f48b,2021-09-24,11,172.172,11
13,61b7404507b79a564847f4e4,2021-09-25,12,187.82399999999998,8
14,61b7404507b79a564847f524,2021-09-26,4,62.608,4
15,61b7404507b79a564847f565,2021-09-27,8,125.216,6
16,61b7404507b79a564847f5b3,2021-09-28,16,250.432,14
17,61b7404507b79a564847f5ef,2021-09-29,6,93.91199999999999,5
18,61b7404507b79a564847f62e,2021-09-30,8,125.216,5
19,61b7404507b79a564847f670,2021-10-01,14,219.128,10
20,61b7404507b79a564847f6ad,2021-10-02,13,203.476,10
21,61b7404507b79a564847f6f8,2021-10-03,3,46.955999999999996,3
22,61b7404507b79a564847f738,2021-10-04,11,172.172,7
23,61b7404507b79a564847f778,2021-10-05,4,62.608,3
24,61b7404507b79a564847f7ba,2021-10-06,6,93.91199999999999,5
25,61b7404507b79a564847f804,2021-10-07,7,109.564,7
26,61b7404507b79a564847f864,2021-10-08,23,359.996,18
27,61b7404507b79a564847f8b8,2021-10-09,13,203.476,12
28,61b7404507b79a564847f8e9,2021-10-10,8,125.216,6
29,61b7404507b79a564847f932,2021-10-11,4,62.608,4
30,61b7404507b79a564847f96d,2021-10-12,5,78.25999999999999,4
31,61b7404507b79a564847f9a6,2021-10-13,5,78.25999999999999,5
32,61b7404507b79a564847fa00,2021-10-14,16,250.432,14
33,61b7404507b79a564847fa59,2021-10-15,11,172.172,10
34,61b7404507b79a564847faa8,2021-10-16,5,78.25999999999999,5
35,61b7404507b79a564847fae0,2021-10-17,7,109.564,5
36,61b7404507b79a564847fb15,2021-10-18,4,62.608,4
37,61b7404507b79a564847fb52,2021-10-19,1,15.652,1
38,61b7404507b79a564847fb8b,2021-10-20,12,187.82399999999998,7
39,61b7404507b79a564847fbe3,2021-10-21,7,109.564,5
40,61b7404507b79a564847fc3e,2021-10-22,16,250.432,10
41,61b7404507b79a564847fc83,2021-10-23,6,93.91199999999999,5
42,61b7404507b79a564847fcc3,2021-10-24,8,125.216,7
43,61b7404507b79a564847fd06,2021-10-25,8,125.216,6
44,61b7404507b79a564847fd41,2021-10-26,4,62.608,4
45,61b7404507b79a564847fd80,2021-10-27,9,140.868,7
46,61b7404507b79a564847fdc1,2021-10-28,9,140.868,8
47,61b7404507b79a564847fe00,2021-10-29,24,375.64799999999997,22
48,61b7404507b79a564847fe45,2021-10-30,13,203.476,12
49,61b7404507b79a564847fe8a,2021-10-31,9,140.868,7
50,61b7404507b79a564847feca,2021-11-01,8,125.216,7
51,61b7404507b79a564847ff0d,2021-11-02,4,62.608,4
52,61b7404507b79a564847ff55,2021-11-03,6,93.91199999999999,6
53,61b7404507b79a564847ff9b,2021-11-04,15,234.78,11
54,61b7404507b79a564847ffe5,2021-11-05,12,187.82399999999998,12
55,61b7404507b79a5648480027,2021-11-06,15,234.78,10
56,61b7404507b79a5648480071,2021-11-07,8,125.216,6
57,61b7404507b79a56484800ac,2021-11-08,5,78.25999999999999,5
58,61b7404507b79a56484800eb,2021-11-09,6,93.91199999999999,4
59,61b7404507b79a5648480129,2021-11-10,14,219.128,9
60,61b7404507b79a5648480178,2021-11-11,17,266.084,14
61,61b7404507b79a56484801e0,2021-11-12,15,234.77999999999997,13
62,61b7404507b79a564848022d,2021-11-13,19,297.388,14
63,61b7404507b79a564848026f,2021-11-14,23,359.996,18
64,61b7404507b79a56484802b2,2021-11-15,4,62.608,3
65,61b7404507b79a56484802f3,2021-11-16,7,109.564,6
66,61b7404507b79a564848033a,2021-11-17,7,109.564,5
67,61b7404507b79a5648480379,2021-11-18,15,234.78,10
68,61b7404507b79a56484803c5,2021-11-19,15,234.77999999999997,11
69,61b7404507b79a56484803fe,2021-11-20,15,234.78,10
70,61b7404507b79a5648480448,2021-11-21,3,46.955999999999996,3
71,61b7404507b79a5648480490,2021-11-22,12,187.82399999999998,11
72,61b7404507b79a56484804d4,2021-11-23,11,172.172,7
73,61b7404507b79a5648480514,2021-11-24,12,187.82399999999998,9
74,61b7404507b79a564848055f,2021-11-25,14,219.128,10
75,61b7404507b79a56484805bd,2021-11-26,12,187.82399999999998,8
76,61b7404507b79a5648480638,2021-11-28,10,156.51999999999998,8
77,61b7404507b79a564848068c,2021-11-29,10,156.51999999999998,8
78,61b7404507b79a56484806e4,2021-11-30,15,234.78,11
79,61b7404507b79a5648480723,2021-12-01,11,172.172,10
80,61b7404507b79a564848077c,2021-12-02,17,266.084,11
81,61b7404507b79a56484807d0,2021-12-03,11,172.172,10
