,_id,date,quantity,revenue,ordersCount
0,61b7404307b79a564847b4c9,2021-01-06,3,27.0,3
1,61b7404307b79a564847b51c,2021-01-07,5,45.0,4
2,61b7404307b79a564847b572,2021-01-08,2,18.0,2
3,61b7404307b79a564847b5c9,2021-01-09,1,9.0,1
4,61b7404307b79a564847b610,2021-01-10,8,72.0,4
5,61b7404307b79a564847b65c,2021-01-11,5,45.0,3
6,61b7404307b79a564847b6fa,2021-01-13,1,9.0,1
7,61b7404307b79a564847b747,2021-01-14,1,9.0,1
8,61b7404307b79a564847b793,2021-01-15,5,45.0,5
9,61b7404307b79a564847b7e4,2021-01-16,1,9.0,1
10,61b7404307b79a564847b863,2021-01-18,1,9.0,1
11,61b7404307b79a564847b8ae,2021-01-19,2,18.0,2
12,61b7404307b79a564847b934,2021-01-21,1,9.0,1
13,61b7404307b79a564847b97c,2021-01-22,14,126.0,7
14,61b7404307b79a564847ba0e,2021-01-24,3,27.0,3
15,61b7404307b79a564847ba4f,2021-01-25,1,9.0,1
16,61b7404307b79a564847ba93,2021-01-26,1,9.0,1
17,61b7404307b79a564847bb6b,2021-01-29,2,18.0,2
18,61b7404307b79a564847bbb5,2021-01-30,1,9.0,1
19,61b7404307b79a564847bbfb,2021-01-31,1,9.0,1
20,61b7404307b79a564847bc48,2021-02-01,2,18.0,2
21,61b7404307b79a564847bcde,2021-02-03,1,9.0,1
22,61b7404307b79a564847bd89,2021-02-07,1,9.0,1
23,61b7404307b79a564847be53,2021-02-12,6,54.0,3
24,61b7404307b79a564847becd,2021-02-15,2,18.0,2
25,61b7404307b79a564847bf05,2021-02-16,1,9.0,1
26,61b7404307b79a564847bf8c,2021-02-19,1,9.0,1
27,61b7404307b79a564847c096,2021-02-26,1,9.0,1
28,61b7404307b79a564847c15b,2021-03-03,1,9.0,1
29,61b7404307b79a564847c1ce,2021-03-06,1,9.0,1
30,61b7404307b79a564847c20a,2021-03-07,4,36.0,4
31,61b7404307b79a564847c252,2021-03-08,2,18.0,2
32,61b7404307b79a564847c294,2021-03-09,2,18.0,2
33,61b7404307b79a564847c31d,2021-03-11,2,18.0,2
34,61b7404307b79a564847c361,2021-03-12,1,9.0,1
35,61b7404307b79a564847c4f9,2021-03-18,1,9.0,1
36,61b7404307b79a564847c543,2021-03-19,5,45.0,2
