,_id,date,quantity,revenue,ordersCount
0,61b7404307b79a564847b3a6,2021-01-01,6,84.0,5
1,61b7404307b79a564847b3cd,2021-01-02,11,154.0,10
2,61b7404307b79a564847b3fd,2021-01-03,16,224.0,11
3,61b7404307b79a564847b426,2021-01-04,13,182.0,11
4,61b7404307b79a564847b45d,2021-01-05,11,154.0,8
5,61b7404307b79a564847b4a9,2021-01-06,12,168.0,10
6,61b7404307b79a564847b4fb,2021-01-07,8,112.0,7
7,61b7404307b79a564847b54d,2021-01-08,14,196.0,12
8,61b7404307b79a564847b641,2021-01-11,5,70.0,4
9,61b7404307b79a564847b680,2021-01-12,4,56.0,4
10,61b7404307b79a564847b6d0,2021-01-13,4,56.0,4
11,61b7404307b79a564847b72b,2021-01-14,6,84.0,4
12,61b7404307b79a564847b777,2021-01-15,9,126.0,7
13,61b7404307b79a564847b7c7,2021-01-16,12,168.0,9
14,61b7404307b79a564847b810,2021-01-17,9,126.0,8
15,61b7404307b79a564847b84b,2021-01-18,6,84.0,4
16,61b7404307b79a564847b895,2021-01-19,4,56.0,4
17,61b7404307b79a564847b8d7,2021-01-20,4,56.0,3
18,61b7404307b79a564847c2fc,2021-03-11,5,70.0,4
19,61b7404307b79a564847c347,2021-03-12,2,28.0,1
20,61b7404307b79a564847c38b,2021-03-13,1,14.0,1
21,61b7404307b79a564847c401,2021-03-15,5,70.0,4
22,61b7404307b79a564847c450,2021-03-16,1,14.0,1
23,61b7404307b79a564847c4a9,2021-03-17,5,70.0,4
24,61b7404307b79a564847c4df,2021-03-18,6,84.0,6
25,61b7404307b79a564847c523,2021-03-19,4,56.0,4
26,61b7404307b79a564847c571,2021-03-20,5,70.0,5
27,61b7404307b79a564847c5b9,2021-03-21,5,70.0,4
28,61b7404307b79a564847c5f9,2021-03-22,2,28.0,2
29,61b7404307b79a564847c62c,2021-03-23,5,70.0,4
30,61b7404307b79a564847c666,2021-03-24,2,28.0,2
31,61b7404307b79a564847c982,2021-04-04,5,70.0,4
32,61b7404307b79a564847c9cb,2021-04-05,5,70.0,3
33,61b7404307b79a564847ca0e,2021-04-06,5,70.0,5
34,61b7404307b79a564847caa9,2021-04-08,3,42.0,3
35,61b7404307b79a564847caf8,2021-04-09,3,42.0,3
36,61b7404307b79a564847cb4f,2021-04-10,2,28.0,2
37,61b7404307b79a564847cbe5,2021-04-12,2,28.0,2
38,61b7404307b79a564847cc1f,2021-04-13,1,14.0,1
39,61b7404307b79a564847cc4a,2021-04-14,4,56.0,4
40,61b7404307b79a564847cc74,2021-04-15,1,14.0,1
41,61b7404307b79a564847ccf9,2021-04-17,2,28.0,2
42,61b7404307b79a564847cd34,2021-04-18,1,14.0,1
43,61b7404307b79a564847cd6e,2021-04-19,2,28.0,2
44,61b7404307b79a564847cda0,2021-04-20,2,28.0,2
45,61b7404307b79a564847cde5,2021-04-21,1,14.0,1
46,61b7404307b79a564847ce1f,2021-04-22,1,14.0,1
47,61b7404307b79a564847ce52,2021-04-23,2,28.0,1
48,61b7404307b79a564847ce83,2021-04-24,2,28.0,2
49,61b7404307b79a564847ceaa,2021-04-25,1,14.0,1
50,61b7404307b79a564847cee3,2021-04-26,1,14.0,1
51,61b7404307b79a564847cf0b,2021-04-27,2,28.0,2
52,61b7404307b79a564847cf34,2021-04-28,3,42.0,3
53,61b7404307b79a564847cf63,2021-04-29,4,56.0,3
54,61b7404407b79a564847cfcb,2021-05-01,1,14.0,1
55,61b7404407b79a564847d034,2021-05-03,1,14.0,1
56,61b7404407b79a564847d0bf,2021-05-06,2,28.0,2
57,61b7404407b79a564847d0f6,2021-05-07,1,14.0,1
58,61b7404407b79a564847d134,2021-05-08,1,14.0,1
59,61b7404407b79a564847d176,2021-05-09,1,14.0,1
